,model,male_dist,split,architecture
10621,10621.pth,0.5,0,a6
10622,10622.pth,0.71,0,a6
10623,10623.pth,0.05,0,a6
10624,10624.pth,0.9,0,a6
10625,10625.pth,0.12,0,a6
10626,10626.pth,0.79,0,a6
10627,10627.pth,0.3,0,a6
10628,10628.pth,0.99,0,a6
10629,10629.pth,0.61,0,a6
10630,10630.pth,0.99,0,a6
10631,10631.pth,0.64,0,a6
10632,10632.pth,1.0,0,a6
10633,10633.pth,0.29,0,a6
10634,10634.pth,0.8,0,a6
10635,10635.pth,0.51,0,a6
10636,10636.pth,0.91,0,a6
10637,10637.pth,0.06,0,a6
10638,10638.pth,0.7,0,a6
10639,10639.pth,0.5,0,a6
10640,10640.pth,0.94,0,a6
10641,10641.pth,0.49,0,a6
10642,10642.pth,0.95,0,a6
10643,10643.pth,0.12,0,a6
10644,10644.pth,0.92,0,a6
10645,10645.pth,0.19,0,a6
10646,10646.pth,0.9,0,a6
10647,10647.pth,0.4,0,a6
10648,10648.pth,0.87,0,a6
10649,10649.pth,0.39,0,a6
10650,10650.pth,0.72,0,a6
10651,10651.pth,0.49,0,a6
10652,10652.pth,0.74,0,a6
10653,10653.pth,0.28,0,a6
10654,10654.pth,0.99,0,a6
10655,10655.pth,0.64,0,a6
10656,10656.pth,0.98,0,a6
10657,10657.pth,0.11,0,a6
10658,10658.pth,0.79,0,a6
10659,10659.pth,0.36,0,a6
10660,10660.pth,0.81,0,a6
10661,10661.pth,0.38,0,a6
10662,10662.pth,0.88,0,a6
10663,10663.pth,0.21,0,a6
10664,10664.pth,0.81,0,a6
10665,10665.pth,0.17,0,a6
10666,10666.pth,0.78,0,a6
10667,10667.pth,0.61,0,a6
10668,10668.pth,0.7,0,a6
10669,10669.pth,0.62,0,a6
10670,10670.pth,0.7,0,a6
10671,10671.pth,0.39,0,a6
10672,10672.pth,0.94,0,a6
10673,10673.pth,0.62,0,a6
10674,10674.pth,0.92,0,a6
10675,10675.pth,0.48,0,a6
10676,10676.pth,0.98,0,a6
10677,10677.pth,0.62,0,a6
10678,10678.pth,0.75,0,a6
10679,10679.pth,0.06,0,a6
10680,10680.pth,0.88,0,a6
10681,10681.pth,0.1,0,a6
10682,10682.pth,0.9,0,a6
10683,10683.pth,0.15,0,a6
10684,10684.pth,0.91,0,a6
10685,10685.pth,0.57,0,a6
10686,10686.pth,0.74,0,a6
10687,10687.pth,0.07,0,a6
10688,10688.pth,0.88,0,a6
10689,10689.pth,0.39,0,a6
10690,10690.pth,0.96,0,a6
10691,10691.pth,0.3,0,a6
10692,10692.pth,0.84,0,a6
10693,10693.pth,0.6,0,a6
10694,10694.pth,0.82,0,a6
10695,10695.pth,0.44,0,a6
10696,10696.pth,0.71,0,a6
10697,10697.pth,0.0,0,a6
10698,10698.pth,0.7,0,a6
10699,10699.pth,0.36,0,a6
10700,10700.pth,0.8,0,a6
10701,10701.pth,0.28,0,a6
10702,10702.pth,0.84,0,a6
10703,10703.pth,0.6,0,a6
10704,10704.pth,0.77,0,a6
10705,10705.pth,0.13,0,a6
10706,10706.pth,0.95,0,a6
10707,10707.pth,0.21,0,a6
10708,10708.pth,0.87,0,a6
10709,10709.pth,0.14,0,a6
10710,10710.pth,0.73,0,a6
10711,10711.pth,0.62,0,a6
10712,10712.pth,0.81,0,a6
10713,10713.pth,0.0,0,a6
10714,10714.pth,1.0,0,a6
10715,10715.pth,0.22,0,a6
10716,10716.pth,1.0,0,a6
10717,10717.pth,0.35,0,a6
10718,10718.pth,0.94,0,a6
10719,10719.pth,0.65,0,a6
10720,10720.pth,0.81,0,a6
10721,10721.pth,0.68,0,a6
10722,10722.pth,0.8,0,a6
10723,10723.pth,0.26,0,a6
10724,10724.pth,0.99,0,a6
10725,10725.pth,0.38,0,a6
10726,10726.pth,0.78,0,a6
10727,10727.pth,0.06,0,a6
10728,10728.pth,0.91,0,a6
10729,10729.pth,0.27,0,a6
10730,10730.pth,0.84,0,a6
10731,10731.pth,0.47,0,a6
10732,10732.pth,0.78,0,a6
10733,10733.pth,0.42,0,a6
10734,10734.pth,0.76,0,a6
10735,10735.pth,0.25,0,a6
10736,10736.pth,0.87,0,a6
10737,10737.pth,0.1,0,a6
10738,10738.pth,0.9,0,a6
10739,10739.pth,0.43,0,a6
10740,10740.pth,0.98,0,a6
10741,10741.pth,0.53,0,a6
10742,10742.pth,0.88,0,a6
10743,10743.pth,0.41,0,a6
10744,10744.pth,0.7,0,a6
10745,10745.pth,0.38,0,a6
10746,10746.pth,0.9,0,a6
10747,10747.pth,0.63,0,a6
10748,10748.pth,0.92,0,a6
10749,10749.pth,0.58,0,a6
10750,10750.pth,0.93,0,a6
10751,10751.pth,0.16,0,a6
10752,10752.pth,0.94,0,a6
10753,10753.pth,0.04,0,a6
10754,10754.pth,0.77,0,a6
10755,10755.pth,0.56,0,a6
10756,10756.pth,0.86,0,a6
10757,10757.pth,0.6,0,a6
10758,10758.pth,0.76,0,a6
10759,10759.pth,0.1,0,a6
10760,10760.pth,0.92,0,a6
10761,10761.pth,0.53,0,a6
10762,10762.pth,0.88,0,a6
10763,10763.pth,0.36,0,a6
10764,10764.pth,0.98,0,a6
10765,10765.pth,0.66,0,a6
10766,10766.pth,0.73,0,a6
10767,10767.pth,0.46,0,a6
10768,10768.pth,0.78,0,a6
10769,10769.pth,0.57,0,a6
10770,10770.pth,0.91,0,a6
10771,10771.pth,0.28,0,a6
10772,10772.pth,0.84,0,a6
10773,10773.pth,0.01,0,a6
10774,10774.pth,0.88,0,a6
10775,10775.pth,0.3,0,a6
10776,10776.pth,0.89,0,a6
10777,10777.pth,0.3,0,a6
10778,10778.pth,0.77,0,a6
10779,10779.pth,0.16,0,a6
10780,10780.pth,0.93,0,a6
10781,10781.pth,0.31,0,a6
10782,10782.pth,0.95,0,a6
10783,10783.pth,0.2,0,a6
10784,10784.pth,0.7,0,a6
10785,10785.pth,0.39,0,a6
10786,10786.pth,0.73,0,a6
10787,10787.pth,0.59,0,a6
10788,10788.pth,0.79,0,a6
10789,10789.pth,0.48,0,a6
10790,10790.pth,0.85,0,a6
10791,10791.pth,0.08,0,a6
10792,10792.pth,0.93,0,a6
10793,10793.pth,0.67,0,a6
10794,10794.pth,0.77,0,a6
10795,10795.pth,0.52,0,a6
10796,10796.pth,0.9,0,a6
10797,10797.pth,0.3,0,a6
10798,10798.pth,0.81,0,a6
10799,10799.pth,0.6,0,a6
10800,10800.pth,0.7,0,a6
10801,10801.pth,0.1,0,a6
10802,10802.pth,0.76,0,a6
10803,10803.pth,0.61,0,a6
10804,10804.pth,1.0,0,a6
10805,10805.pth,0.32,0,a6
10806,10806.pth,0.75,0,a6
10807,10807.pth,0.48,0,a6
10808,10808.pth,0.8,0,a6
10809,10809.pth,0.58,0,a6
10810,10810.pth,0.83,0,a6
10811,10811.pth,0.52,0,a6
10812,10812.pth,0.97,0,a6
10813,10813.pth,0.13,0,a6
10814,10814.pth,0.74,0,a6
10815,10815.pth,0.3,0,a6
10816,10816.pth,0.84,0,a6
10817,10817.pth,0.17,0,a6
10818,10818.pth,0.82,0,a6
10819,10819.pth,0.63,0,a6
10820,10820.pth,0.87,0,a6
10821,10821.pth,0.68,0,a6
10822,10822.pth,0.74,0,a6
10823,10823.pth,0.25,0,a6
10824,10824.pth,0.85,0,a6
10825,10825.pth,0.17,0,a6
10826,10826.pth,0.86,0,a6
10827,10827.pth,0.02,0,a6
10828,10828.pth,0.78,0,a6
10829,10829.pth,0.29,0,a6
10830,10830.pth,0.9,0,a6
10831,10831.pth,0.11,0,a6
10832,10832.pth,0.77,0,a6
10833,10833.pth,0.6,0,a6
10834,10834.pth,0.87,0,a6
10835,10835.pth,0.43,0,a6
10836,10836.pth,0.93,0,a6
10837,10837.pth,0.18,0,a6
10838,10838.pth,0.92,0,a6
10839,10839.pth,0.23,0,a6
10840,10840.pth,0.7,0,a6
10841,10841.pth,0.39,0,a6
10842,10842.pth,0.94,0,a6
10843,10843.pth,0.67,0,a6
10844,10844.pth,0.82,0,a6
10845,10845.pth,0.41,0,a6
10846,10846.pth,0.94,0,a6
10847,10847.pth,0.06,0,a6
10848,10848.pth,0.78,0,a6
10849,10849.pth,0.56,0,a6
10850,10850.pth,0.95,0,a6
10851,10851.pth,0.69,0,a6
10852,10852.pth,0.88,0,a6
10853,10853.pth,0.56,0,a6
10854,10854.pth,0.78,0,a6
10855,10855.pth,0.2,0,a6
10856,10856.pth,0.99,0,a6
10857,10857.pth,0.07,0,a6
10858,10858.pth,0.81,0,a6
10859,10859.pth,0.44,0,a6
10860,10860.pth,0.94,0,a6
10861,10861.pth,0.13,0,a6
10862,10862.pth,0.86,0,a6
10863,10863.pth,0.36,0,a6
10864,10864.pth,0.9,0,a6
10865,10865.pth,0.19,0,a6
10866,10866.pth,0.73,0,a6
10867,10867.pth,0.56,0,a6
10868,10868.pth,0.73,0,a6
10869,10869.pth,0.09,0,a6
10870,10870.pth,0.76,0,a6
10871,10871.pth,0.19,0,a6
10872,10872.pth,0.97,0,a6
10873,10873.pth,0.63,0,a6
10874,10874.pth,0.97,0,a6
10875,10875.pth,0.41,0,a6
10876,10876.pth,0.75,0,a6
10877,10877.pth,0.16,0,a6
10878,10878.pth,0.94,0,a6
10879,10879.pth,0.21,0,a6
10880,10880.pth,0.78,0,a6
10881,10881.pth,0.21,0,a6
10882,10882.pth,0.9,0,a6
10883,10883.pth,0.07,0,a6
10884,10884.pth,0.9,0,a6
10885,10885.pth,0.41,0,a6
10886,10886.pth,0.87,0,a6
10887,10887.pth,0.42,0,a6
10888,10888.pth,0.87,0,a6
10889,10889.pth,0.37,0,a6
10890,10890.pth,0.84,0,a6
10891,10891.pth,0.23,0,a6
10892,10892.pth,0.88,0,a6
10893,10893.pth,0.59,0,a6
10894,10894.pth,0.99,0,a6
10895,10895.pth,0.38,0,a6
10896,10896.pth,0.95,0,a6
10897,10897.pth,0.34,0,a6
10898,10898.pth,0.7,0,a6
10899,10899.pth,0.02,0,a6
10900,10900.pth,0.84,0,a6
10901,10901.pth,0.12,0,a6
10902,10902.pth,0.82,0,a6
10903,10903.pth,0.34,0,a6
10904,10904.pth,0.85,0,a6
10905,10905.pth,0.44,0,a6
10906,10906.pth,0.82,0,a6
10907,10907.pth,0.19,0,a6
10908,10908.pth,0.98,0,a6
10909,10909.pth,0.49,0,a6
10910,10910.pth,0.82,0,a6
10911,10911.pth,0.06,0,a6
10912,10912.pth,0.98,0,a6
10913,10913.pth,0.26,0,a6
10914,10914.pth,0.76,0,a6
10915,10915.pth,0.63,0,a6
10916,10916.pth,0.91,0,a6
10917,10917.pth,0.03,0,a6
10918,10918.pth,0.76,0,a6
10919,10919.pth,0.48,0,a6
10920,10920.pth,0.76,0,a6
10921,10921.pth,0.3,0,a6
10922,10922.pth,0.76,0,a6
10923,10923.pth,0.66,0,a6
10924,10924.pth,0.99,0,a6
10925,10925.pth,0.29,0,a6
10926,10926.pth,0.87,0,a6
10927,10927.pth,0.48,0,a6
10928,10928.pth,0.71,0,a6
10929,10929.pth,0.2,0,a6
10930,10930.pth,0.99,0,a6
10931,10931.pth,0.04,0,a6
10932,10932.pth,0.85,0,a6
10933,10933.pth,0.0,0,a6
10934,10934.pth,0.72,0,a6
10935,10935.pth,0.21,0,a6
10936,10936.pth,0.73,0,a6
10937,10937.pth,0.33,0,a6
10938,10938.pth,1.0,0,a6
10939,10939.pth,0.52,0,a6
10940,10940.pth,0.7,0,a6
10941,10941.pth,0.05,0,a6
10942,10942.pth,0.92,0,a6
10943,10943.pth,0.24,0,a6
10944,10944.pth,0.86,0,a6
10945,10945.pth,0.1,0,a6
10946,10946.pth,0.95,0,a6
10947,10947.pth,0.48,0,a6
10948,10948.pth,0.99,0,a6
10949,10949.pth,0.13,0,a6
10950,10950.pth,0.74,0,a6
10951,10951.pth,0.46,0,a6
10952,10952.pth,0.9,0,a6
10953,10953.pth,0.02,0,a6
10954,10954.pth,1.0,0,a6
10955,10955.pth,0.6,0,a6
10956,10956.pth,0.7,0,a6
10957,10957.pth,0.62,0,a6
10958,10958.pth,0.84,0,a6
10959,10959.pth,0.25,0,a6
10960,10960.pth,0.79,0,a6
10961,10961.pth,0.61,0,a6
10962,10962.pth,0.74,0,a6
10963,10963.pth,0.06,0,a6
10964,10964.pth,0.93,0,a6
10965,10965.pth,0.58,0,a6
10966,10966.pth,0.95,0,a6
10967,10967.pth,0.59,0,a6
10968,10968.pth,0.76,0,a6
10969,10969.pth,0.18,0,a6
10970,10970.pth,0.86,0,a6
10971,10971.pth,0.1,0,a6
10972,10972.pth,0.87,0,a6
10973,10973.pth,0.11,0,a6
10974,10974.pth,0.72,0,a6
10975,10975.pth,0.65,0,a6
10976,10976.pth,0.98,0,a6
10977,10977.pth,0.64,0,a6
10978,10978.pth,0.79,0,a6
10979,10979.pth,0.36,0,a6
10980,10980.pth,0.73,0,a6
10981,10981.pth,0.46,0,a6
10982,10982.pth,0.78,0,a6
10983,10983.pth,0.32,0,a6
10984,10984.pth,0.96,0,a6
10985,10985.pth,0.05,0,a6
10986,10986.pth,0.75,0,a6
10987,10987.pth,0.6,0,a6
10988,10988.pth,0.82,0,a6
10989,10989.pth,0.39,0,a6
10990,10990.pth,0.97,0,a6
10991,10991.pth,0.31,0,a6
10992,10992.pth,0.94,0,a6
10993,10993.pth,0.64,0,a6
10994,10994.pth,0.96,0,a6
10995,10995.pth,0.15,0,a6
10996,10996.pth,0.85,0,a6
10997,10997.pth,0.29,0,a6
10998,10998.pth,0.97,0,a6
10999,10999.pth,0.14,0,a6
11000,11000.pth,0.73,0,a6
11001,11001.pth,0.16,0,a6
11002,11002.pth,0.88,0,a6
11003,11003.pth,0.45,0,a6
11004,11004.pth,0.76,0,a6
11005,11005.pth,0.28,0,a6
11006,11006.pth,0.96,0,a6
11007,11007.pth,0.02,0,a6
11008,11008.pth,0.76,0,a6
11009,11009.pth,0.45,0,a6
11010,11010.pth,0.9,0,a6
11011,11011.pth,0.0,0,a6
11012,11012.pth,0.79,0,a6
11013,11013.pth,0.6,0,a6
11014,11014.pth,0.9,0,a6
11015,11015.pth,0.43,0,a6
11016,11016.pth,0.82,0,a6
11017,11017.pth,0.14,0,a6
11018,11018.pth,0.91,0,a6
11019,11019.pth,0.54,0,a6
11020,11020.pth,0.79,0,a6
11021,11021.pth,0.03,0,a6
11022,11022.pth,0.7,0,a6
11023,11023.pth,0.56,0,a6
11024,11024.pth,0.73,0,a6
11025,11025.pth,0.24,0,a6
11026,11026.pth,0.72,0,a6
11027,11027.pth,0.47,0,a6
11028,11028.pth,0.89,0,a6
11029,11029.pth,0.15,0,a6
11030,11030.pth,0.84,0,a6
11031,11031.pth,0.32,0,a6
11032,11032.pth,0.88,0,a6
11033,11033.pth,0.55,0,a6
11034,11034.pth,0.71,0,a6
11035,11035.pth,0.62,0,a6
11036,11036.pth,0.87,0,a6
11037,11037.pth,0.52,0,a6
11038,11038.pth,0.81,0,a6
11039,11039.pth,0.44,0,a6
11040,11040.pth,0.89,0,a6
11041,11041.pth,0.59,0,a6
11042,11042.pth,0.71,0,a6
11043,11043.pth,0.17,0,a6
11044,11044.pth,0.88,0,a6
11045,11045.pth,0.2,0,a6
11046,11046.pth,0.7,0,a6
11047,11047.pth,0.2,0,a6
11048,11048.pth,0.81,0,a6
11049,11049.pth,0.16,0,a6
11050,11050.pth,1.0,0,a6
11051,11051.pth,0.22,0,a6
11052,11052.pth,0.87,0,a6
11053,11053.pth,0.61,0,a6
11054,11054.pth,0.96,0,a6
11055,11055.pth,0.16,0,a6
11056,11056.pth,0.98,0,a6
11057,11057.pth,0.16,0,a6
11058,11058.pth,0.95,0,a6
11059,11059.pth,0.53,0,a6
11060,11060.pth,0.98,0,a6
11061,11061.pth,0.35,0,a6
11062,11062.pth,0.74,0,a6
11063,11063.pth,0.05,0,a6
11064,11064.pth,0.98,0,a6
11065,11065.pth,0.44,0,a6
11066,11066.pth,0.71,0,a6
11067,11067.pth,0.39,0,a6
11068,11068.pth,0.81,0,a6
11069,11069.pth,0.15,0,a6
11070,11070.pth,0.77,0,a6
11071,11071.pth,0.27,0,a6
11072,11072.pth,0.97,0,a6
11073,11073.pth,0.65,0,a6
11074,11074.pth,0.7,0,a6
11075,11075.pth,0.51,0,a6
11076,11076.pth,1.0,0,a6
11077,11077.pth,0.11,0,a6
11078,11078.pth,1.0,0,a6
11079,11079.pth,0.36,0,a6
11080,11080.pth,0.98,0,a6
11081,11081.pth,0.01,0,a6
11082,11082.pth,0.78,0,a6
11083,11083.pth,0.57,0,a6
11084,11084.pth,0.93,0,a6
11085,11085.pth,0.34,0,a6
11086,11086.pth,0.74,0,a6
11087,11087.pth,0.61,0,a6
11088,11088.pth,0.98,0,a6
11089,11089.pth,0.25,0,a6
11090,11090.pth,0.96,0,a6
11091,11091.pth,0.22,0,a6
11092,11092.pth,0.88,0,a6
11093,11093.pth,0.45,0,a6
11094,11094.pth,0.96,0,a6
11095,11095.pth,0.68,0,a6
11096,11096.pth,0.86,0,a6
11097,11097.pth,0.42,0,a6
11098,11098.pth,1.0,0,a6
11099,11099.pth,0.35,0,a6
11100,11100.pth,0.8,0,a6
11101,11101.pth,0.49,0,a6
11102,11102.pth,0.92,0,a6
11103,11103.pth,0.54,0,a6
11104,11104.pth,0.93,0,a6
11105,11105.pth,0.22,0,a6
11106,11106.pth,0.71,0,a6
11107,11107.pth,0.58,0,a6
11108,11108.pth,0.74,0,a6
11109,11109.pth,0.59,0,a6
11110,11110.pth,1.0,0,a6
11111,11111.pth,0.38,0,a6
11112,11112.pth,0.77,0,a6
11113,11113.pth,0.25,0,a6
11114,11114.pth,0.88,0,a6
11115,11115.pth,0.16,0,a6
11116,11116.pth,0.88,0,a6
11117,11117.pth,0.2,0,a6
11118,11118.pth,0.89,0,a6
11119,11119.pth,0.58,0,a6
11120,11120.pth,0.91,0,a6
11121,11121.pth,0.04,0,a6
11122,11122.pth,0.9,0,a6
11123,11123.pth,0.58,0,a6
11124,11124.pth,0.71,0,a6
11125,11125.pth,0.38,0,a6
11126,11126.pth,0.72,0,a6
11127,11127.pth,0.29,0,a6
11128,11128.pth,0.95,0,a6
11129,11129.pth,0.19,0,a6
11130,11130.pth,0.79,0,a6
11131,11131.pth,0.06,0,a6
11132,11132.pth,0.8,0,a6
11133,11133.pth,0.37,0,a6
11134,11134.pth,0.98,0,a6
11135,11135.pth,0.63,0,a6
11136,11136.pth,0.7,0,a6
11137,11137.pth,0.68,0,a6
11138,11138.pth,0.87,0,a6
11139,11139.pth,0.69,0,a6
11140,11140.pth,0.93,0,a6
11141,11141.pth,0.47,0,a6
11142,11142.pth,0.77,0,a6
11143,11143.pth,0.37,0,a6
11144,11144.pth,0.71,0,a6
11145,11145.pth,0.26,0,a6
11146,11146.pth,0.75,0,a6
11147,11147.pth,0.3,0,a6
11148,11148.pth,0.93,0,a6
11149,11149.pth,0.58,0,a6
11150,11150.pth,0.94,0,a6
11151,11151.pth,0.29,0,a6
11152,11152.pth,1.0,0,a6
11153,11153.pth,0.17,0,a6
11154,11154.pth,0.91,0,a6
11155,11155.pth,0.08,0,a6
11156,11156.pth,0.99,0,a6
11157,11157.pth,0.4,0,a6
11158,11158.pth,0.95,0,a6
11159,11159.pth,0.22,0,a6
11160,11160.pth,0.97,0,a6
11161,11161.pth,0.57,0,a6
11162,11162.pth,0.93,0,a6
11163,11163.pth,0.19,0,a6
11164,11164.pth,0.94,0,a6
11165,11165.pth,0.18,0,a6
11166,11166.pth,0.79,0,a6
11167,11167.pth,0.05,0,a6
11168,11168.pth,0.94,1,a5
11169,11169.pth,0.02,1,a5
11170,11170.pth,0.84,1,a5
11171,11171.pth,0.59,1,a5
11172,11172.pth,0.93,1,a5
11173,11173.pth,0.46,1,a5
11174,11174.pth,0.8,1,a5
11175,11175.pth,0.69,1,a5
11176,11176.pth,0.92,1,a5
11177,11177.pth,0.01,1,a5
11178,11178.pth,0.79,1,a5
11179,11179.pth,0.22,1,a5
11180,11180.pth,0.93,1,a5
11181,11181.pth,0.08,1,a5
11182,11182.pth,0.73,1,a5
11183,11183.pth,0.61,1,a5
11184,11184.pth,0.76,1,a5
11185,11185.pth,0.09,1,a5
11186,11186.pth,0.72,1,a5
11187,11187.pth,0.63,1,a5
11188,11188.pth,0.95,1,a5
11189,11189.pth,0.47,1,a5
11190,11190.pth,0.85,1,a5
11191,11191.pth,0.22,1,a5
11192,11192.pth,0.94,1,a5
11193,11193.pth,0.19,1,a5
11194,11194.pth,0.8,1,a5
11195,11195.pth,0.63,1,a5
11196,11196.pth,0.88,1,a5
11197,11197.pth,0.28,1,a5
11198,11198.pth,0.77,1,a5
11199,11199.pth,0.04,1,a5
11200,11200.pth,0.8,1,a5
11201,11201.pth,0.22,1,a5
11202,11202.pth,0.83,1,a5
11203,11203.pth,0.38,1,a5
11204,11204.pth,0.96,1,a5
11205,11205.pth,0.49,1,a5
11206,11206.pth,0.73,1,a5
11207,11207.pth,0.5,1,a5
11208,11208.pth,0.97,1,a5
11209,11209.pth,0.26,1,a5
11210,11210.pth,0.87,1,a5
11211,11211.pth,0.49,1,a5
11212,11212.pth,0.95,1,a5
11213,11213.pth,0.09,1,a5
11214,11214.pth,0.92,1,a5
11215,11215.pth,0.39,1,a5
11216,11216.pth,0.77,1,a5
11217,11217.pth,0.52,1,a5
11218,11218.pth,0.71,1,a5
11219,11219.pth,0.62,1,a5
11220,11220.pth,0.79,1,a5
11221,11221.pth,0.64,1,a5
11222,11222.pth,0.76,1,a5
11223,11223.pth,0.08,1,a5
11224,11224.pth,0.96,1,a5
11225,11225.pth,0.41,1,a5
11226,11226.pth,0.93,1,a5
11227,11227.pth,0.43,1,a5
11228,11228.pth,0.74,1,a5
11229,11229.pth,0.38,1,a5
11230,11230.pth,0.73,1,a5
11231,11231.pth,0.56,1,a5
11232,11232.pth,0.82,1,a5
11233,11233.pth,0.5,1,a5
11234,11234.pth,0.8,1,a5
11235,11235.pth,0.54,1,a5
11236,11236.pth,0.79,1,a5
11237,11237.pth,0.66,1,a5
11238,11238.pth,0.96,1,a5
11239,11239.pth,0.09,1,a5
11240,11240.pth,0.89,1,a5
11241,11241.pth,0.44,1,a5
11242,11242.pth,0.8,1,a5
11243,11243.pth,0.29,1,a5
11244,11244.pth,0.73,1,a5
11245,11245.pth,0.49,1,a5
11246,11246.pth,0.93,1,a5
11247,11247.pth,0.42,1,a5
11248,11248.pth,0.91,1,a5
11249,11249.pth,0.35,1,a5
11250,11250.pth,0.82,1,a5
11251,11251.pth,0.28,1,a5
11252,11252.pth,0.89,1,a5
11253,11253.pth,0.63,1,a5
11254,11254.pth,0.92,1,a5
11255,11255.pth,0.19,1,a5
11256,11256.pth,0.72,1,a5
11257,11257.pth,0.34,1,a5
11258,11258.pth,0.8,1,a5
11259,11259.pth,0.3,1,a5
11260,11260.pth,0.83,1,a5
11261,11261.pth,0.24,1,a5
11262,11262.pth,0.77,1,a5
11263,11263.pth,0.21,1,a5
11264,11264.pth,0.99,1,a5
11265,11265.pth,0.66,1,a5
11266,11266.pth,0.84,1,a5
11267,11267.pth,0.39,1,a5
11268,11268.pth,0.82,1,a5
11269,11269.pth,0.28,1,a5
11270,11270.pth,0.73,1,a5
11271,11271.pth,0.33,1,a5
11272,11272.pth,0.84,1,a5
11273,11273.pth,0.0,1,a5
11274,11274.pth,0.77,1,a5
11275,11275.pth,0.12,1,a5
11276,11276.pth,0.77,1,a5
11277,11277.pth,0.23,1,a5
11278,11278.pth,0.7,1,a5
11279,11279.pth,0.4,1,a5
11280,11280.pth,0.93,1,a5
11281,11281.pth,0.05,1,a5
11282,11282.pth,0.92,1,a5
11283,11283.pth,0.09,1,a5
11284,11284.pth,0.81,1,a5
11285,11285.pth,0.26,1,a5
11286,11286.pth,0.75,1,a5
11287,11287.pth,0.18,1,a5
11288,11288.pth,0.82,1,a5
11289,11289.pth,0.65,1,a5
11290,11290.pth,0.93,1,a5
11291,11291.pth,0.65,1,a5
11292,11292.pth,0.89,1,a5
11293,11293.pth,0.15,1,a5
11294,11294.pth,0.99,1,a5
11295,11295.pth,0.17,1,a5
11296,11296.pth,0.78,1,a5
11297,11297.pth,0.4,1,a5
11298,11298.pth,0.95,1,a5
11299,11299.pth,0.13,1,a5
11300,11300.pth,0.85,1,a5
11301,11301.pth,0.34,1,a5
11302,11302.pth,0.8,1,a5
11303,11303.pth,0.3,1,a5
11304,11304.pth,0.87,1,a5
11305,11305.pth,0.11,1,a5
11306,11306.pth,0.84,1,a5
11307,11307.pth,0.67,1,a5
11308,11308.pth,0.79,1,a5
11309,11309.pth,0.54,1,a5
11310,11310.pth,0.79,1,a5
11311,11311.pth,0.56,1,a5
11312,11312.pth,0.73,1,a5
11313,11313.pth,0.64,1,a5
11314,11314.pth,1.0,1,a5
11315,11315.pth,0.63,1,a5
11316,11316.pth,0.71,1,a5
11317,11317.pth,0.32,1,a5
11318,11318.pth,0.92,1,a5
11319,11319.pth,0.52,1,a5
11320,11320.pth,0.97,1,a5
11321,11321.pth,0.25,1,a5
11322,11322.pth,1.0,1,a5
11323,11323.pth,0.34,1,a5
11324,11324.pth,0.74,1,a5
11325,11325.pth,0.3,1,a5
11326,11326.pth,0.85,1,a5
11327,11327.pth,0.68,1,a5
11328,11328.pth,0.82,1,a5
11329,11329.pth,0.54,1,a5
11330,11330.pth,0.81,1,a5
11331,11331.pth,0.27,1,a5
11332,11332.pth,0.7,1,a5
11333,11333.pth,0.39,1,a5
11334,11334.pth,0.74,1,a5
11335,11335.pth,0.31,1,a5
11336,11336.pth,0.79,1,a5
11337,11337.pth,0.5,1,a5
11338,11338.pth,0.82,1,a5
11339,11339.pth,0.31,1,a5
11340,11340.pth,0.83,1,a5
11341,11341.pth,0.47,1,a5
11342,11342.pth,0.92,1,a5
11343,11343.pth,0.61,1,a5
11344,11344.pth,0.89,1,a5
11345,11345.pth,0.2,1,a5
11346,11346.pth,0.98,1,a5
11347,11347.pth,0.36,1,a5
11348,11348.pth,0.98,1,a5
11349,11349.pth,0.39,1,a5
11350,11350.pth,0.8,1,a5
11351,11351.pth,0.49,1,a5
11352,11352.pth,0.79,1,a5
11353,11353.pth,0.2,1,a5
11354,11354.pth,0.87,1,a5
11355,11355.pth,0.56,1,a5
11356,11356.pth,0.85,1,a5
11357,11357.pth,0.17,1,a5
11358,11358.pth,0.83,1,a5
11359,11359.pth,0.52,1,a5
11360,11360.pth,0.73,1,a5
11361,11361.pth,0.47,1,a5
11362,11362.pth,0.75,1,a5
11363,11363.pth,0.61,1,a5
11364,11364.pth,0.96,1,a5
11365,11365.pth,0.5,1,a5
11366,11366.pth,0.86,0,a6
11367,11367.pth,0.04,0,a6
11368,11368.pth,0.99,0,a6
11369,11369.pth,0.14,0,a6
11370,11370.pth,0.86,0,a6
11371,11371.pth,0.52,0,a6
11372,11372.pth,0.94,0,a6
11373,11373.pth,0.65,0,a6
11374,11374.pth,0.71,0,a6
11375,11375.pth,0.13,0,a6
11376,11376.pth,1.0,0,a6
11377,11377.pth,0.27,0,a6
11378,11378.pth,0.71,0,a6
11379,11379.pth,0.2,0,a6
11380,11380.pth,0.97,0,a6
11381,11381.pth,0.56,0,a6
11382,11382.pth,0.82,0,a6
11383,11383.pth,0.01,0,a6
11384,11384.pth,0.71,0,a6
11385,11385.pth,0.61,0,a6
11386,11386.pth,1.0,0,a6
11387,11387.pth,0.57,0,a6
11388,11388.pth,0.93,0,a6
11389,11389.pth,0.23,0,a6
11390,11390.pth,0.87,0,a6
11391,11391.pth,0.63,0,a6
11392,11392.pth,0.72,0,a6
11393,11393.pth,0.52,0,a6
11394,11394.pth,0.75,0,a6
11395,11395.pth,0.67,0,a6
11396,11396.pth,0.95,0,a6
11397,11397.pth,0.36,0,a6
